id,obra_id,camion_id,usuario_id,tipo,capacidad,material,ubicacion,destino,timestamp,fecha,camion_nombre,camion_patente,origen,distancia_km,combustible_estimado_litros,tiempo_estimado_minutos,deleted_at,deleted_by
026ce880-54ad-4e39-b68e-fedad336b706,c4af1af6-d35d-4e70-96a3-0d6172dbf701,43b2b73b-cdaa-4e90-abee-f488a49b6f85,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,incoming,17.50,Trumao (Arena),null,,2026-01-09 14:49:09.097+00,2026-01-09,,,Camilo H,,,,,
028f80db-0f6f-4393-8ef1-9c2ded999bb4,c4af1af6-d35d-4e70-96a3-0d6172dbf701,ca033e3a-6823-427c-b9f3-17689407cd5d,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,incoming,17.50,Trumao (Arena),null,,2026-01-12 13:27:00.612+00,2026-01-12,,,Camilo H,,,,,
02b62df0-c833-4c18-94fd-ef138f09044e,c4af1af6-d35d-4e70-96a3-0d6172dbf701,51627dc9-3b32-4fb9-9a7b-c443bff18822,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,17.00,Tierra,,Interno,2026-01-17 14:12:45.653+00,2026-01-17,,,,,,,,
03afbb36-58ce-42b2-b524-2302bcbf91bc,c4af1af6-d35d-4e70-96a3-0d6172dbf701,43b2b73b-cdaa-4e90-abee-f488a49b6f85,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,incoming,17.50,Trumao (Arena),,,2026-01-12 15:47:00+00,2026-01-12,,,Camilo H,,,,,
04598be2-6847-4bf3-95c8-91c80e4eb6ff,c4af1af6-d35d-4e70-96a3-0d6172dbf701,a7203471-01ed-4899-bfd9-c580d55522b3,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,incoming,17.50,Trumao (Arena),null,,2026-01-09 13:45:37.88+00,2026-01-09,,,Camilo H,,,,,
048c8112-2a58-4afc-873c-5aaf94142971,c4af1af6-d35d-4e70-96a3-0d6172dbf701,43b2b73b-cdaa-4e90-abee-f488a49b6f85,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,incoming,17.50,Trumao (Arena),null,,2026-01-06 17:19:06.206+00,2026-01-06,,,Camilo H,,,,,
06dfdf6a-5498-4c56-8067-cdedf4647c75,c4af1af6-d35d-4e70-96a3-0d6172dbf701,ca033e3a-6823-427c-b9f3-17689407cd5d,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,incoming,17.50,Trumao (Arena),,,2026-01-12 17:34:00+00,2026-01-12,,,Camilo H,,,,,
093b4a91-5313-48b2-ace4-55eba80c04e5,c4af1af6-d35d-4e70-96a3-0d6172dbf701,51627dc9-3b32-4fb9-9a7b-c443bff18822,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,17.00,Tierra,,Interno,2026-01-08 12:41:38.835+00,2026-01-08,,,,,,,,
0958ae05-1aaf-4e3b-85d2-90fbfc1664f8,c4af1af6-d35d-4e70-96a3-0d6172dbf701,51627dc9-3b32-4fb9-9a7b-c443bff18822,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,17.00,Tierra,,Interno,2026-01-15 19:04:16.476+00,2026-01-15,,,,,,,,
099c5d21-868e-4c60-a696-a48bd937095a,c4af1af6-d35d-4e70-96a3-0d6172dbf701,51627dc9-3b32-4fb9-9a7b-c443bff18822,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,17.00,Tierra,,Interno,2026-01-17 14:36:35.867+00,2026-01-17,,,,,,,,
0b1812a8-0011-4e7c-85fb-85f3d1633927,c4af1af6-d35d-4e70-96a3-0d6172dbf701,ca033e3a-6823-427c-b9f3-17689407cd5d,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,incoming,17.50,Trumao (Arena),null,,2026-01-09 12:17:24.931+00,2026-01-09,,,Camilo H,,,,,
0b6913a3-7247-42e1-b6b1-fb0a5fb65acb,c4af1af6-d35d-4e70-96a3-0d6172dbf701,51627dc9-3b32-4fb9-9a7b-c443bff18822,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,17.00,Tierra,,Interno,2026-01-15 13:23:03.792+00,2026-01-15,,,,,,,,
0c0b809b-cabf-40ef-891b-aec790f82c17,c4af1af6-d35d-4e70-96a3-0d6172dbf701,51627dc9-3b32-4fb9-9a7b-c443bff18822,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,17.00,Tierra,,Interno,2026-01-17 13:30:56.482+00,2026-01-17,,,,,,,,
0d247acb-2984-4c56-8a1f-3069153fd223,c4af1af6-d35d-4e70-96a3-0d6172dbf701,43b2b73b-cdaa-4e90-abee-f488a49b6f85,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,incoming,17.50,Trumao (Arena),,,2026-01-12 13:23:00+00,2026-01-12,,,Camilo H,,,,,
0f0f95a3-4bc0-4e84-9c2c-7d7aa846c908,c4af1af6-d35d-4e70-96a3-0d6172dbf701,51627dc9-3b32-4fb9-9a7b-c443bff18822,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,17.00,Tierra,,Interno,2026-01-14 19:53:51.389+00,2026-01-14,,,,,,,,
0f97165d-ebd2-400b-98fb-c330521b5b34,c4af1af6-d35d-4e70-96a3-0d6172dbf701,159ccb29-eb03-4d33-86b1-74f56bb9c1fd,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,incoming,17.50,Trumao (Arena),,,2026-01-12 17:44:00+00,2026-01-12,,,Camilo H,,,,,
119a2204-00bc-457a-8896-ce707e62c16f,c4af1af6-d35d-4e70-96a3-0d6172dbf701,51627dc9-3b32-4fb9-9a7b-c443bff18822,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,17.00,Tierra,,Interno,2026-01-17 13:18:07.611+00,2026-01-17,,,,,,,,
1221feb1-6f9c-4fc9-8f61-7a0a56388100,c4af1af6-d35d-4e70-96a3-0d6172dbf701,a7203471-01ed-4899-bfd9-c580d55522b3,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,incoming,17.50,Trumao (Arena),null,,2026-01-07 15:35:31.9+00,2026-01-07,,,Camilo H,,,,,
13a001ab-f3d1-491c-aebc-8e799dd61a40,c4af1af6-d35d-4e70-96a3-0d6172dbf701,b6342b66-12c3-4a3c-b2a1-e408fc700348,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,incoming,17.50,Trumao (Arena),,,2026-01-12 17:37:00+00,2026-01-12,,,Camilo H,,,,,
14104e0d-d149-40af-8499-8a24ded9edb8,c4af1af6-d35d-4e70-96a3-0d6172dbf701,51627dc9-3b32-4fb9-9a7b-c443bff18822,fc5c6a1e-f1e2-468a-95fe-3283a39b7334,outgoing,17.00,Tierra,,Interno,2026-01-07 20:14:21.748+00,2026-01-07,,,,,,,,
